Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_14,EMA_14,RSI_14,MACD,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7
2024-07-08 00:00:00-04:00,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600,0.0,0.0,206.4607151576451,214.70879759758597,87.72708914276853,7.338493059560758,251.5200042724609,246.38999938964844,231.25999450683597,209.8600006103516,197.8800048828125,197.4199981689453,196.3699951171875
2024-07-09 00:00:00-04:00,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900,0.0,0.0,211.80999973842077,221.0582894608766,89.19563925383777,7.673448411569254,252.94000244140625,251.5200042724609,246.38999938964844,231.25999450683597,209.8600006103516,197.8800048828125,197.4199981689453
2024-07-10 00:00:00-04:00,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400,0.0,0.0,217.41000039236886,226.68518550150972,89.3317981491935,7.435912004751582,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.25999450683597,209.8600006103516,197.8800048828125
2024-07-11 00:00:00-04:00,263.29998779296875,271.0,239.6499938964844,241.02999877929688,221707300,0.0,0.0,221.65714263916016,228.59782727188133,67.4508951073995,5.357033682591698,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.25999450683597,209.8600006103516
2024-07-12 00:00:00-04:00,235.8000030517578,251.83999633789065,233.08999633789065,248.22999572753903,155955800,0.0,0.0,226.31571415492468,231.2154497326357,70.01285107177787,4.098960746587846,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.25999450683597
2024-07-15 00:00:00-04:00,255.97000122070312,265.6000061035156,251.72999572753903,252.63999938964844,146912900,0.0,0.0,231.31999969482422,234.07205635357073,71.49290291051534,3.233909772892101,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844
2024-07-16 00:00:00-04:00,255.30999755859372,258.6199951171875,245.8000030517578,256.5599975585937,126332500,0.0,0.0,236.26357051304407,237.07044851424047,72.7790103717468,2.6219030121837896,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609
2024-07-17 00:00:00-04:00,252.72999572753903,258.4700012207031,246.17999267578125,248.5,115584800,0.0,0.0,239.98714229038782,238.59438871234173,66.16885577141564,1.4300706803861836,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625
2024-07-18 00:00:00-04:00,251.08999633789065,257.1400146484375,247.1999969482422,249.22999572753903,110869000,0.0,0.0,243.68785640171595,240.01246964770138,66.46592786493761,0.4949901500999587,248.5,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656
2024-07-19 00:00:00-04:00,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900,0.0,0.0,246.63928440638952,239.90413995444015,58.82303388067548,-0.9179507533584754,249.22999572753903,248.5,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625
