Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_14,EMA_14,RSI_14,MACD,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Target_day_1_price,Target_day_2_price,Target_day_3_price,Target_day_4_price,Target_day_5_price,Target_day_6_price,Target_day_7_price,Avg_price_next_7_days,Target_trend_7day_combined
2024-07-08 00:00:00-04:00,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600,0.0,0.0,206.4607151576451,214.708797597586,87.72708914276853,7.338493059560758,251.5200042724609,246.38999938964844,231.259994506836,209.8600006103516,197.8800048828125,197.4199981689453,196.3699951171875,262.3299865722656,263.260009765625,241.02999877929688,248.22999572753903,252.63999938964844,256.5599975585937,248.5,253.22142682756697,HOLD
2024-07-09 00:00:00-04:00,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900,0.0,0.0,211.8099997384208,221.0582894608766,89.19563925383777,7.673448411569254,252.94000244140625,251.5200042724609,246.38999938964844,231.259994506836,209.8600006103516,197.8800048828125,197.4199981689453,263.260009765625,241.02999877929688,248.22999572753903,252.63999938964844,256.5599975585937,248.5,249.22999572753903,251.3499995640346,SELL
2024-07-10 00:00:00-04:00,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400,0.0,0.0,217.4100003923689,226.6851855015097,89.3317981491935,7.435912004751582,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.259994506836,209.8600006103516,197.8800048828125,241.02999877929688,248.22999572753903,252.63999938964844,256.5599975585937,248.5,249.22999572753903,239.1999969482422,247.91285487583704,SELL
2024-07-11 00:00:00-04:00,263.29998779296875,271.0,239.6499938964844,241.02999877929688,221707300,0.0,0.0,221.65714263916016,228.59782727188133,67.4508951073995,5.357033682591698,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.259994506836,209.8600006103516,248.22999572753903,252.63999938964844,256.5599975585937,248.5,249.22999572753903,239.1999969482422,251.509994506836,249.40999712262834,BUY
2024-07-12 00:00:00-04:00,235.8000030517578,251.83999633789065,233.08999633789065,248.22999572753903,155955800,0.0,0.0,226.31571415492468,231.2154497326357,70.01285107177787,4.098960746587846,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,231.259994506836,252.63999938964844,256.5599975585937,248.5,249.22999572753903,239.1999969482422,251.509994506836,246.3800048828125,249.14571271623885,HOLD
2024-07-15 00:00:00-04:00,255.97000122070312,265.6000061035156,251.72999572753903,252.63999938964844,146912900,0.0,0.0,231.31999969482425,234.07205635357076,71.49290291051534,3.233909772892101,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,246.38999938964844,256.5599975585937,248.5,249.22999572753903,239.1999969482422,251.509994506836,246.3800048828125,215.9900054931641,243.90999930245536,SELL
2024-07-16 00:00:00-04:00,255.3099975585937,258.6199951171875,245.8000030517578,256.5599975585937,126332500,0.0,0.0,236.26357051304407,237.07044851424047,72.7790103717468,2.6219030121837896,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,251.5200042724609,248.5,249.22999572753903,239.1999969482422,251.509994506836,246.3800048828125,215.9900054931641,220.25,238.72285679408483,SELL
2024-07-17 00:00:00-04:00,252.72999572753903,258.4700012207031,246.17999267578125,248.5,115584800,0.0,0.0,239.98714229038785,238.59438871234173,66.16885577141564,1.4300706803861836,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,252.94000244140625,249.22999572753903,239.1999969482422,251.509994506836,246.3800048828125,215.9900054931641,220.25,219.8000030517578,234.62285723005022,SELL
2024-07-18 00:00:00-04:00,251.08999633789065,257.1400146484375,247.1999969482422,249.22999572753903,110869000,0.0,0.0,243.68785640171595,240.01246964770135,66.46592786493761,0.4949901500999587,248.5,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,262.3299865722656,239.1999969482422,251.509994506836,246.3800048828125,215.9900054931641,220.25,219.8000030517578,232.1000061035156,232.17571585518974,SELL
2024-07-19 00:00:00-04:00,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900,0.0,0.0,246.63928440638952,239.90413995444013,58.82303388067548,-0.9179507533584754,249.22999572753903,248.5,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,263.260009765625,251.509994506836,246.3800048828125,215.9900054931641,220.25,219.8000030517578,232.1000061035156,222.6199951171875,229.80714416503906,SELL
2024-07-22 00:00:00-04:00,244.2100067138672,253.2100067138672,243.75,251.509994506836,101225400,0.0,0.0,249.6142839704241,241.45158722809293,64.2556382686792,-1.128558012665355,239.1999969482422,249.22999572753903,248.5,256.5599975585937,252.63999938964844,248.22999572753903,241.02999877929688,246.3800048828125,215.9900054931641,220.25,219.8000030517578,232.1000061035156,222.6199951171875,232.07000732421875,227.0300031389509,SELL
2024-07-23 00:00:00-04:00,253.6000061035156,255.759994506836,245.6300048828125,246.3800048828125,111928200,0.0,0.0,250.6942847115653,242.10870958205555,60.66372366454927,-1.6849324833565689,251.509994506836,239.1999969482422,249.22999572753903,248.5,256.5599975585937,252.63999938964844,248.22999572753903,215.9900054931641,220.25,219.8000030517578,232.1000061035156,222.6199951171875,232.07000732421875,216.8600006103516,222.81285967145647,SELL
2024-07-24 00:00:00-04:00,225.4199981689453,225.9900054931641,214.7100067138672,215.9900054931641,167942900,0.0,0.0,248.52285657610213,238.6262157035367,44.716598325225824,-4.037055583697777,246.3800048828125,251.509994506836,239.1999969482422,249.22999572753903,248.5,256.5599975585937,252.63999938964844,220.25,219.8000030517578,232.1000061035156,222.6199951171875,232.07000732421875,216.8600006103516,207.6699981689453,221.62428719656808,BUY
2024-07-25 00:00:00-04:00,216.8000030517578,226.0,216.22999572753903,220.25,100636500,0.0,0.0,246.2892848423549,236.1760536097318,46.8267308711175,-5.170934027994884,215.9900054931641,246.3800048828125,251.509994506836,239.1999969482422,249.22999572753903,248.5,256.5599975585937,219.8000030517578,232.1000061035156,222.6199951171875,232.07000732421875,216.8600006103516,207.6699981689453,198.8800048828125,218.57143075125558,HOLD
